"SRP_occurrenceID","SRP_accession","SRP_imageURL","scientificName_SRP","family","collectorNumber","eventDate_SRP","collector","otherCollectors","country","stateProvince","county","locality","decimalLatitude","decimalLongitude","phenology","note"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
3530859,"76179","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP076179.jpg","Penstemon humilis","Plantaginaceae","14145","2021-06-15","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Boise","10.7 km NW of Idaho City on Centerville/Placerville Rd.","115° 54\' 20.9"" W""","43.878889",NA,"collector_number_not_in_FotW_DB"
3530870,"76082","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP076082.jpg","Carex aquatilis","Cyperaceae","14258","2021-07-24","C. Davidson","C. M. Taylor, R. Gereau, S. R. Christoph","U.S.A.","Oregon","Harney","N Steens Mtn. Loop, ca. 3.6 km S of Fish Lake Rd; then E on jeep track to a streamlet.","118° 36\' 58.6"" W""","42.716694",NA,"collector_number_not_in_FotW_DB"
3530882,"76094","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP076094.jpg","Carex utriculata","Cyperaceae","14264","2021-07-24","C. Davidson","C. .M. Taylor, R. Gereau, S. R. Christoph","U.S.A.","Oregon","Harney","N Steens Mtn. loop, ca. 7.1 km S of Fish Lake Rd.","118° 35\' 37.3"" W""","42.700639",NA,"collector_number_not_in_FotW_DB"
3531172,"76138","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP076138.jpg","Anemone piperi","Ranunculaceae","14173","2021-06-28","C. Davidson","S. R. Christoph, W. D. Stevens, O. M. Montiel","U.S.A.","Idaho","Shoshone","Hobo Cedar Grove Botanical Area.","116° 6\' 49.3"" W""","47.086722",NA,"collector_number_not_in_FotW_DB"
3531179,"76145","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP076145.jpg","Clematis ligusticifolia","Ranunculaceae","14170","2021-06-27","C. Davidson","S. R. Christoph, W. D. Stevens, O. M. Montiel","U.S.A.","Idaho","Shoshone","St. Joe River Rd. *hwy 50). Banks of St. Joe River.","116° 16\' 21.4"" W""","47.318861",NA,"collector_number_not_in_FotW_DB"
3531180,"76146","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP076146.jpg","Coptis occidentalis","Ranunculaceae","14172","2021-06-28","C. Davidson","S. R. Christoph. W. D. Stevens, O. M. Montiel","U.S.A.","Idaho","Shoshone","Hobo Cedar Grove Botanical Area.","116° 6\' 49.3"" W""","47.086722",NA,"collector_number_not_in_FotW_DB"
3531183,"76149","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP076149.jpg","Delphinium depauperatum","Ranunculaceae","14239","2021-07-23","C. Davidson","C. M. Taylor, R. Gereau, S. R. Christoph","U.S.A.","Oregon","Harney","S Steens Mtn. Loop ca. 16.5 km E of bridge at Donner and Blitzen River.","118° 35\' 34.2"" W""","42.669611",NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
3531190,"76156","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP076156.jpg","Ranunculus aquatilis","Ranunculaceae","14174","2021-06-28","C. Davidson","S. R. Christoph, W. D. Stevens, O. M. Montiel","U.S.A.","Idaho","Shoshone","Along Merry Creek Rd. (FSRd 321). Short dogleg side road to Merry Cr., past a locked gate.","116° 10\' 5"" W""","47.070833",NA,"collector_number_not_in_FotW_DB"
3531208,"76180","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP076180.jpg","Carex raynoldsii","Cyperaceae","14272","2021-07-24","C. Davidson","C. M. Taylor, R. Gereau, S. R. Christoph","U.S.A.","Oregon","Harney","N Steens Mtn. Loop ca. 8.9 km S of Fish Lake Rd.","118° 34\' 33.7"" W""","42.703472",NA,"collector_number_not_in_FotW_DB"
3531212,"76184","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP076184.jpg","Symphyotrichum foliaceum","Asteraceae","14218","2021-07-23","C. Davidson","C. M. Taylor, R. Gereau, S. R. Christoph","U.S.A.","Oregon","Harney","S Steens Mtn. Loop c. 27 km E of Hwy 205 junction; bridge at Donner and Blitzen River.","118° 45\' 51.8"" W""","42.638306",NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
3543587,"76190","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP076190.jpg","Epilobium anagallidifolium","Onagraceae","14265B","2021-07-24","C. Davidson","C. M. Taylor, R. Gereau, S. R. Christoph","U.S.A.","Oregon","Harney","N Steens Mtn. Loop c. 7.1 km S of Fish Lake Rd.","118° 35\' 37.3"" W""","42.700639",NA,"collector_number_not_in_FotW_DB"
3466740,"72875","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP072875.jpg","Lomatium","Apiaceae","14079","2020-06-18","C. Davidson",NA,"U.S.A.","Idaho","Adams","Goose Lake/Brundage Mtn Rd. (NF 257). Scenic view point to the W, ca. 9km from jct with Hwy 55.","116° 27\' 28.5"" W""","45.389722",NA,"collector_number_not_in_FotW_DB"
3466850,"72884","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP072884.jpg","Lomatium papilioniferum","Apiaceae","14100","2020-08-28","C. Davidson",NA,"U.S.A.","Idaho","Adams","Adams Co. Goose Lake/Brundage Mtn Rd. (NF 257). Scenic view point to the W, ca. 9 km from jct with Hwy 55. W slope of Brundage Mtn.¶","116° 27\' 28.5"" W""","45.389722",NA,"collector_number_not_in_FotW_DB"
3467681,"72927","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP072927.jpg","Micranthes odontoloma","Saxifragaceae","14098","2020-08-17","C. Davidson",NA,"U.S.A.","Idaho","Idaho","Seven Devil\'s Rd./Squaw Cr. Rd (NF 517). Ca. 21 km from Hwy 95 in Riggins.","116° 27\' 28.5"" W""","45.389722",NA,"collector_number_not_in_FotW_DB"
3468702,"72956","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP072956.jpg","Arabis","Brassicaceae","14095a","2020-08-17","C. Davidson","R. Gereau, C. Taylor","U.S.A.","Idaho","Idaho","Parking area at Heaven\'s Gate Lookout (end of Seven Devil\'s Rd.). Rocky, exposed W/NW slope.","116° 29\' 52.1"" W""","45.370472",NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
3468808,"72983","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP072983.jpg",NA,NA,"14103","2020-08-30","C. Davidson",NA,"U.S.A.","Idaho","Valley","Bear Pete/Cloochman Saddle rd. junction with Warren Wagon Rd. ca. 35 km N of jct. with Hwy 55 in McCall.","115° 58\' 47.2"" W""","45.196306",NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
3468846,"73009","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP073009.jpg","Kelloggia galioides","Rubiaceae","14091","2020-08-05","C. Davidson","R. Gereau, C. Taylor","U.S.A.","Idaho","Valley","Trail past horse stables to Sylvan Reservoir.","116° 5\' 58"" W""","44.958333",NA,"collector_number_not_in_FotW_DB"
3468847,"73010","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP073010.jpg","Galium aparine","Rubiaceae","14090","2020-08-05","C. Davidson","R. Gereau, C. Taylor","U.S.A.","Idaho","Valley","Trail past horse stables to Sylvan Reservoir.","116° 5\' 58"" W""","44.958333",NA,"collector_number_not_in_FotW_DB"
3468849,"73012","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP073012.jpg","Galium trifidum","Rubiaceae","14089","2020-08-04","C. Davidson","R. Gereau, C. Taylor","U.S.A.","Idaho","Valley","Lick Creek Rd. at Lick Creek Summit.","115° 56\' 59"" W""","44.961944",NA,"collector_number_not_in_FotW_DB"
3468855,"73018","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP073018.jpg","Carex","Cyperaceae","14101","2020-08-30","C. Davidson",NA,"U.S.A.","Idaho","Valley","Bear Pete/Cloochman Saddle rd. junction with Warren Wagon Rd. ca. 35 km N of jct. with Hwy 55 in McCall.","115° 58\' 47.2"" W""","45.196306",NA,"collector_number_not_in_FotW_DB"
3468856,"73019","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP073019.jpg","Carex","Cyperaceae","14109","2020-08-30","C. Davidson",NA,"U.S.A.","Idaho","Valley","Bear Pete/Cloochman Saddle rd. ca. 3 km from junction with Warren Wagon Rd. ca. 35 km N of jct with Hwy 55 in McCall.","115° 59\' 30.9"" W""","45.199944",NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
3271300,"70164","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP070164.jpg","Astragalus canadensis","Fabaceae","14040B","2019-08-23","C. Davidson",NA,"U.S.A.","Idaho","Valley","N of McCall. Sylvan Beach ca. 5.4 km N of Highway 55 junction with Warren Wagon Rd. Trail to Sylvan Reservoir.","116° 35\' 53.4"" W""","44.960611",NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
3271434,"70196","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP070196.jpg","Helianthella uniflora","Asteraceae","14044","2019-08-24","C. Davidson",NA,"U.S.A.","Idaho","Valley","FSR 555 to Deadwood Reserv. ca. 1.6 km N of junction to Scott Mtn. L.O.","115° 43\' 16.4"" W""","44.178833",NA,"collector_number_not_in_FotW_DB"
3284912,"70883","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP070883.jpg","Lycopus uniflorus","Lamiaceae","14042","2019-08-31","C. Davidson",NA,"U.S.A.","Idaho","Valley","Ponderosa State Park. End of abandoned boat dock, west side of park near public parking area.","116° 4\' 52.2"" W""","44.947139",NA,"collector_number_not_in_FotW_DB"
3284915,"70890","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP070890.jpg","Gilia","Polemoniaceae","14006","2019-04-10","C. Davidson","S. Christoph","U.S.A.","Arizona","Cochise","Geronimo Trail, ca. 66.7 km E of Douglas, 5.2 km E of jct Guadelupe Cyn. Rd. and Cloverdale Rd.","109° 8\' 1.6"" W""","31.366861",NA,"collector_number_not_in_FotW_DB"
3284925,"70953","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP070953.jpg","Silene oregana","Caryophyllaceae","14040A","2019-08-05","C. Davidson",NA,"U.S.A.","Idaho","Idaho","Forest Service Road 517 from Riggins (Seven Devils Rd.), near road termination at Heaven\'s Gate lookout.","116° 29\' 51.7"" W""","45.369917",NA,"collector_number_not_in_FotW_DB"
3284944,"70901","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP070901.jpg","Lepidium thurberi","Brassicaceae","13992","2019-04-10","C. Davidson","S. Christoph","U.S.A.","Arizona","Cochise","Geronimo Trail, ca. 40 km E of Douglas; near jct to Refuge.","109° 22\' 18.5"" W""","31.3435",NA,"collector_number_not_in_FotW_DB"
3284947,"71065","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP071065.jpg","Draba cuneifolia","Brassicaceae","14010B","2019-04-10","C. Davidson","S. Christoph","U.S.A.","Arizona","Cochise","Geronimo Trail, ca. 66.7 km E of Douglas, 5.2 km E of jct Guadelupe Cyn. Rd. and Cloverdale Rd.","109° 8\' 1.6"" W""","31.366861",NA,"collector_number_not_in_FotW_DB"
3286107,"70933","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP070933.jpg","Eriogonum pyrolifolium","Polygonaceae","14046","2019-08-24","C. Davidson",NA,"U.S.A.","Idaho","Valley","Rd. to Scott Mtn. Lookout, ca. 2.6 km from junction with FSR 555 to Deadwood Reserv.","115° 45\' 51.8"" W""","44.182778",NA,"collector_number_not_in_FotW_DB"
3286115,"70976","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP070976.jpg","Zeltnera marryanniana","Gentianaceae","14031","2019-04-12","C. Davidson","S. Christoph","U.S.A.","Arizona","Cochise","Highway 181, S of junction with Hwy 186.","109° 27\' 14.4"" W""","31.987417",NA,"collector_number_not_in_FotW_DB"
3286837,"70927","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP070927.jpg","Lupinus brevicaulis","Fabaceae","14002C","2019-04-10","C. Davidson","S. Christoph","U.S.A.","Arizona","Cochise","Geronimo Trail, ca. 56 km E of Douglas and 7.4 km E of jct. Slaughter Ranch Museum rd. and Rd to Guadelupe Cyn.","109° 13\' 52.4"" W""","31.365083",NA,"collector_number_not_in_FotW_DB"
3286859,"71055","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP071055.jpg","Nama hispida","Namaceae","14002B","2019-04-10","C. Davidson","S. Christoph","U.S.A.","Arizona","Cochise","Geronimo Trail, ca. 56 km E of Douglas and 7.4 km E of jct. Slaughter Ranch Museum rd. and Rd to Guadelupe Cyn.","109° 13\' 52.4"" W""","31.365083",NA,"collector_number_not_in_FotW_DB"
3286861,"71057","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP071057.jpg","Phacelia","Hydrophyllaceae","14014","2019-04-10","C. Davidson","S. Christoph","U.S.A.","Arizona","Cochise","Geronimo Trail, ca. 63 km E of Douglas.","109° 9\' 52.6"" W""","31.380667",NA,"collector_number_not_in_FotW_DB"
3286862,"71058","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP071058.jpg","Phacelia","Hydrophyllaceae","14001","2019-04-10","C. Davidson","S. Christoph","U.S.A.","Arizona","Cochise","Geronimo Trail, ca. 56 km E of Douglas and 7.4 km E of jct. Slaughter Ranch Museum rd. and Rd to Guadelupe Cyn.","109° 13\' 52.4"" W""","31.365083",NA,"collector_number_not_in_FotW_DB"
3287175,"70943","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP070943.jpg","Sida","Malvaceae","14010A","2019-04-10","C. Davidson","S. Christoph","U.S.A.","Arizona","Cochise","Geronimo Trail, ca. 66.7 km E of Douglas, 5.2 km E of jct Guadelupe Cyn. Rd. and Cloverdale Rd.","109° 8\' 1.6"" W""","31.366861",NA,"collector_number_not_in_FotW_DB"
3424700,"71016","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP071016.jpg","Ericameria greenei","Asteraceae","14042","2019-08-24","C. Davidson",NA,"U.S.A.","Idaho","Valley","FSR 555 to Deadwood Reserv. ca. 1.6 km N of junction to Scott Mtn. L.O.","115° 43\' 16.4"" W""","44.178833",NA,"collector_number_not_in_FotW_DB"
3424701,"71017","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP071017.jpg","Ericameria suffruticosa","Asteraceae","14043","2019-08-24","C. Davidson",NA,"U.S.A.","Idaho","Valley","FSR 555 to Deadwood Reserv. ca. 1.6 km N of junction to Scott Mtn. L.O.","115° 43\' 16.4"" W""","44.178833",NA,"collector_number_not_in_FotW_DB"
3424714,"71031","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP071031.jpg","Symphyotrichum foliaceum","Asteraceae","14041","2019-08-24","C. Davidson",NA,"U.S.A.","Idaho","Valley","FSR 555 to Deadwood Reserv. ca. 1.6 km N of junction to Scott Mtn. L.O.","115° 43\' 16.4"" W""","44.178833",NA,"collector_number_not_in_FotW_DB"
3424719,"71036","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP071036.jpg",NA,"Asteraceae","14002A","2019-04-10","C. Davidson","S. Christoph","U.S.A.","Arizona","Cochise","[Locality and coordinates withheld]",NA,NA,NA,"collector_number_not_in_FotW_DB"
3424719,"71036","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP071036.jpg",NA,"Asteraceae","14002A","2019-04-10","C. Davidson","S. Christoph","U.S.A.","Arizona","Cochise","[Locality and coordinates withheld]",NA,NA,NA,"collector_number_not_in_FotW_DB"
3424720,"71037","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP071037.jpg",NA,"Asteraceae","14004","2019-04-10","C. Davidson","S. Christoph","U.S.A.","Arizona","Cochise","[Locality and coordinates withheld]",NA,NA,NA,"collector_number_not_in_FotW_DB"
3424720,"71037","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP071037.jpg",NA,"Asteraceae","14004","2019-04-10","C. Davidson","S. Christoph","U.S.A.","Arizona","Cochise","[Locality and coordinates withheld]",NA,NA,NA,"collector_number_not_in_FotW_DB"
3424724,"71041","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP071041.jpg","Baileya multiradiata","Asteraceae","13998","2019-04-10","C. Davidson","S. Christoph","U.S.A.","Arizona","Cochise","Geronimo Trail, ca. 43.6 km E of Douglas.","109° 20\' 16.3"" W""","31.3395",NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
